X,Y
0.70507,196.667
0.70934,199.000
0.71362,195.000
0.71789,189.667
0.72216,187.667
0.72644,193.000
0.73071,199.667
0.73498,199.667
0.73926,195.000
0.74353,197.000
0.74780,205.667
0.75207,212.333
0.75635,209.667
0.76062,200.667
0.76489,195.000
0.76917,198.667
0.77344,203.667
0.77771,214.333
0.78199,207.667
0.78626,204.667
0.79053,205.667
0.79481,205.333
0.79908,206.333
0.80335,211.000
0.80763,217.333
0.81190,206.667
0.81617,204.667
0.82045,207.000
0.82472,212.333
0.82899,211.000
0.83326,207.667
0.83754,208.000
0.84181,212.000
0.84608,223.000
0.85036,219.000
0.85463,214.667
0.85890,215.667
0.86318,219.667
0.86745,224.000
0.87172,224.667
0.87600,223.333
0.88027,223.000
0.88454,221.000
0.88882,220.000
0.89309,220.333
0.89736,221.000
0.90164,223.000
0.90591,226.333
0.91018,227.667
0.91445,229.000
0.91873,228.333
0.92300,225.333
0.92727,223.000
0.93155,220.000
0.93582,218.667
0.94009,219.333
0.94437,221.000
0.94864,222.667
0.95291,225.667
0.95719,231.667
0.96146,235.667
0.96573,229.667
0.97001,219.667
0.97428,220.333
0.97855,226.333
0.98283,240.000
0.98710,227.667
0.99137,219.333
0.99564,225.333
0.99992,236.000
1.00419,236.667
1.00846,229.333
1.01274,223.000
1.01701,217.667
1.02128,223.333
1.02556,232.333
1.02983,237.000
1.03410,238.000
1.03838,235.333
1.04265,233.000
1.04692,231.333
1.05120,228.333
1.05547,227.000
1.05974,228.000
1.06402,233.000
1.06829,235.333
1.07256,232.667
1.07683,229.000
1.08111,225.000
1.08538,237.333
1.08965,240.000
1.09393,238.667
1.09820,232.667
1.10247,227.667
1.10675,228.667
1.11102,231.333
1.11529,235.333
1.11957,239.333
1.12384,240.333
1.12811,241.000
1.13239,238.667
1.13666,237.000
1.14093,231.333
1.14521,225.333
1.14948,220.333
1.15375,235.667
1.15802,237.000
1.16230,239.333
1.16657,238.667
1.17084,238.000
1.17512,235.667
1.17939,232.333
1.18366,231.667
1.18794,224.667
1.19221,230.333
1.19648,240.000
1.20076,248.333
1.20503,250.000
1.20930,246.000
1.21358,236.667
1.21785,227.667
1.22212,236.667
1.22639,230.667
1.23067,234.667
1.23494,246.667
1.23921,248.667
1.24349,241.000
1.24776,234.667
1.25203,235.667
1.25631,245.667
1.26058,243.667
1.26485,235.667
1.26913,226.333
1.27340,233.000
1.27767,246.000
1.28195,246.667
1.28622,234.333
1.29049,230.333
1.29477,231.667
1.29904,230.333
1.30331,227.000
1.30758,222.333
1.31186,219.333
1.31613,216.333
1.32040,214.333
1.32468,224.000
1.32895,235.667
1.33322,244.000
1.33750,241.667
1.34177,233.000
1.34604,228.667
1.35032,229.333
1.35459,228.667
1.35886,228.000
1.36314,227.000
1.36741,226.000
1.37168,228.667
1.37596,234.333
1.38023,236.333
1.38450,235.333
1.38877,234.333
1.39305,233.000
1.39732,233.000
1.40159,233.000
1.40587,231.000
1.41014,232.333
1.41441,235.333
1.41869,237.333
1.42296,235.333
1.42723,231.000
1.43151,223.000
1.43578,221.000
1.44005,229.667
1.44433,237.667
1.44860,234.667
1.45287,227.667
1.45715,223.333
1.46142,235.667
1.46569,238.333
1.46996,237.000
1.47424,234.667
1.47851,238.333
1.48278,240.000
1.48706,232.000
1.49133,221.333
1.49560,226.667
1.49988,227.000
1.50415,224.333
1.50842,221.333
1.51270,219.667
1.51697,219.667
1.52124,221.333
1.52552,223.333
1.52979,239.000
1.53406,241.000
1.53834,233.000
1.54261,216.667
1.54688,214.333
1.55115,224.667
1.55543,236.667
1.55970,237.333
1.56397,235.667
1.56825,234.333
1.57252,228.000
1.57679,219.667
1.58107,214.333
1.58534,216.333
1.58961,225.667
1.59389,236.000
1.59816,234.333
1.60243,227.000
1.60671,221.667
1.61098,221.000
1.61525,224.667
1.61953,227.333
1.62380,226.667
1.62807,223.667
1.63234,230.333
1.63662,234.333
1.64089,237.000
1.64516,234.333
1.64944,229.667
1.65371,227.333
1.65798,227.333
1.66226,227.333
1.66653,234.667
1.67080,232.333
1.67508,229.333
1.67935,228.667
1.68362,221.333
1.68790,215.000
1.69217,216.000
1.69644,222.000
1.70071,222.667
1.70499,223.333
1.70926,225.333
1.71353,227.000
1.71781,226.000
1.72208,223.333
1.72635,220.667
1.73063,220.333
1.73490,222.667
1.73917,222.667
1.74345,222.000
1.74772,219.333
1.75199,217.000
1.75627,218.333
1.76054,221.667
1.76481,224.667
1.76909,219.667
1.77336,223.667
1.77763,225.000
1.78190,222.333
1.78618,217.000
1.79045,213.333
1.79472,218.000
1.79900,221.667
1.80327,214.667
1.80754,216.333
1.81182,216.000
1.81609,212.333
1.82036,210.000
1.82464,209.333
1.82891,212.000
1.83318,215.667
1.83746,212.333
1.84173,214.333
1.84600,213.000
1.85028,204.667
1.85455,198.667
1.85882,198.333
1.86309,206.667
1.86737,215.667
1.87164,203.667
1.87591,203.333
1.88019,203.333
1.88446,206.667
1.88873,210.000
1.89301,212.000
1.89728,208.667
1.90155,202.667
1.90583,191.000
1.91010,180.333
1.91437,179.000
1.91865,186.667
1.92292,187.000
1.92719,175.333
1.93147,172.000
1.93574,178.667
1.94001,184.333
1.94428,180.333
1.94856,178.667
1.95283,181.333
1.95710,184.000
1.96138,180.333
1.96565,168.333
1.96992,153.000
1.97420,162.333
1.97847,169.333
1.98274,173.333
1.98702,168.000
1.99129,162.333
1.99556,165.667
1.99984,169.667
2.00411,168.667
2.00838,157.000
2.01266,160.000
2.01693,159.000
2.02120,154.667
2.02547,153.667
2.02975,156.000
2.03402,158.667
2.03829,158.667
2.04257,158.667
2.04684,157.000
2.05111,155.667
2.05539,153.333
2.05966,152.000
2.06393,152.000
2.06821,152.667
2.07248,153.333
2.07675,151.000
2.08103,152.667
2.08530,154.333
2.08957,153.000
2.09385,147.667
2.09812,143.333
2.10239,144.333
2.10666,148.667
2.11094,154.667
2.11521,149.000
2.11948,146.667
2.12376,149.667
2.12803,152.000
2.13230,151.000
2.13658,149.667
2.14085,151.667
2.14512,149.000
2.14940,148.333
2.15367,146.667
2.15794,146.667
2.16222,145.667
2.16649,145.000
2.17076,142.333
2.17503,139.667
2.17931,142.333
2.18358,141.000
2.18785,138.000
2.19213,138.000
2.19640,139.667
2.20067,140.667
2.20495,140.667
2.20922,139.667
2.21349,135.000
2.21777,134.667
2.22204,135.333
2.22631,138.000
2.23059,141.333
2.23486,140.333
2.23913,136.000
2.24341,131.333
2.24768,129.333
2.25195,135.667
2.25622,140.333
2.26050,138.333
2.26477,131.000
2.26904,127.333
2.27332,129.000
2.27759,133.667
2.28186,138.667
2.28614,135.000
2.29041,133.667
2.29468,136.333
2.29896,138.000
2.30323,133.000
2.30750,131.333
2.31178,131.333
2.31605,134.333
2.32032,133.333
2.32460,131.667
2.32887,130.667
2.33314,131.667
2.33741,132.333
2.34169,134.333
2.34596,136.333
2.35023,133.667
2.35451,134.000
2.35878,132.000
2.36305,130.333
2.36733,130.333
2.37160,129.000
2.37587,129.333
2.38015,128.333
2.38442,133.333
2.38869,133.000
2.39297,131.667
2.39724,132.000
2.40151,132.333
2.40579,131.667
2.41006,129.000
2.41433,126.667
2.41860,129.000
2.42288,131.000
2.42715,134.667
2.43142,137.000
2.43570,136.333
2.43997,135.000
2.44424,132.667
2.44852,129.333
2.45279,132.667
2.45706,130.667
2.46134,128.667
2.46561,126.667
2.46988,126.333
2.47416,127.333
2.47843,128.000
2.48270,130.333
2.48698,128.000
2.49125,128.333
2.49552,129.000
2.49979,128.333
2.50407,128.000
2.50834,127.000
2.51261,128.667
2.51689,130.333
2.52116,128.667
2.52543,130.333
2.52971,131.667
2.53398,130.667
2.53825,128.333
2.54253,126.667
2.54680,126.000
2.55107,127.000
